Country,Species,Most common name,Description Of Specific Uses,Lang,Description,Transboundary name,Other name,Uses,Additional information,Additional information comments,Efabis cultural role comment,Efabis cultural value,Adaptability to specific environment,Specific resistance or tolerance,Specific reproductive characteristic,Special characteristic of product,Other special qualities,Reference for special qualities,Efabis genetic features,Efabis environmental role,Efabis adaptability to marginal land,Body conformation,Coat description,Coat quality,Comb type,Skin colour,Shank and foot colour,Plumage colour,Pattern within feather,Avian classification,Color comments,Efabis main colour,Efabis skin colour,Number of horns males,Number of horns females,Horn shape size and comments,Wither height males,Wither height females,Weight males,Weight females,Other specific visible traits,Breed classification,Herdbook,Herdbook established,Domestication status,Taxonomic classification,Description of origin,Year of origin,Import,Location within country,Egs per year AVG,Eggs per year MIN,Eggs per year MAX,Egg weight,Wool or hair,Wool type,Fleece weight AVG,Fleece weight MIN,Fleece weight MAX,Fibre diam,Management system,Feeding of adults,Mobility,Milk per year AVG,Milk per year MIN,Milk per year MAX,Lactation length AVG,Lactation length MIN,Lactation length MAX,Milk yield per lactation (kg) AVG,Milk yield per lactation (kg) MIN,Milk yield per lactation (kg) MAX,Milk fat AVG,Milk fat MIN,Milk fat MAX,Milk per day,Number of lactations,Efabis milk protein AVG,Efabis milk protein MIN,Efabis milk protein MAX,Birth weight males,Birth weight females,Age maturity males,Age maturity females,Age breeding males,Age breeding females,Age first parturition AVG,Age first parturition MIN,Age first parturition MAX,Parturition interval AVG,Parturition interval MIN,Parturition interval MAX,Length productive life,Daily gain,Carcass weight,Dressing percentage,Performance data reference,Managment conditions performance measured,Comments managment conditions,Additional performance parameters,Litter size AVG,Litter size MIN,Litter size MAX,Geographical classification,Local cryo conservation status,Local Risk,Local Detailed Risk,Regional Transboundary Risk (detailed),International Transboundary Risk (detailed)
France,Horse,Anglo-Arabe,,fr,"L'Anglo-Arabe est, avec le selle français l‘une des deux grandes races françaises de chevaux de sport. Son Stud-Book date de 1833. Son berceau de race est le Sud Ouest de la France. Il est issu depuis sa création de croisements entre le pur sang et l‘arabe pratiqués officiellement à partir de la moitié du XIXè siècle dans le Limousin et les dépôts de Tarbes et Pau, auquel s‘est ajouté l‘apport d‘une jumenterie autochtone. Son type est intermédiaire entre les deux races : élégance, endurance, légèreté dans les allures léguées par l‘Arabe, le Pur Sang quant à lui apportant outre sa taille, toute la puissance de sa sélection orientée sur la vitesse","Anglo,Arab",,"RidingSport, Sport","L‘Anglo-Arabe a considérablement évolué tant au niveau de sa morphologie que de son caractère grâce à une sélection raisonnée. Il est devenu aujourd’hui un cheval de sport réunissant toutes les qualités mentales et physiques pour tous les cavaliers, qu'ils soient amateurs ou professionnels : chic, volontaire, courageux, adroit, souple, réactif, avec de la locomotion et présentant un bon équilibre tout en ayant des qualités exceptionnelles de tenue. Le cheval Anglo-Arabe est un cheval harmonieux avec beaucoup de personnalité, ce qui en fait son charme.","Le cheval Anglo-Arabe est un excellent cheval de concours complet car il est rapide, endurant et réactif mais ses qualités de sauteur en font aussi un cheval très performant en C.S.O. L’Anglo-Arabe dispose d‘allures souples et étendues et développe une belle classe de galop. L‘endurance s’intéresse aussi à l‘Anglo-Arabe privilégiant un pourcentage de sang arabe assez élevé pour une meilleure adaptation à cette discipline. Il existe une production d‘Anglo-Arabes pour la course. De nombreuses courses plates et obstacles sont organisées majoritairement dans le Sud-Ouest. Les meilleurs d‘entre eux se mesurent aux Pur Sang et AQPS sur les hippodromes parisiens.  Son adresse en fait un merveilleux cheval de selle en équitation d‘extérieur ou de loisir. L‘Anglo-Arabe est reconnu par les autres Stud-Books européens comme améliorateur de race car outre son élégance et sa réactivité, il transmet le “sang” nécessaire à tout bon cheval destiné aux sports équestres.",,,,,, ,,,,,,,,,,,,,,,"uni coloured: bay, chestnut, grey",,,,,,168,160,550,500,,Native,y,1833,Domestic,Breed,composite of Arab and Thoroughbred,,"since 1950 from Thoroughbred (Europe), Arab (Europe)","Limousin, southern Pyrénées, Aquitaine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,Not Sufficient,notAtRisk,notAtRisk,,notAtRisk
France,Horse,Appaloosa,"L’Appaloosa est un cheval très polyvalent, selon ses origines, il peut être utilisé dans un grand nombre de disciplines aussi bien Western que Classique comme en Horsemanship, en Trail, en Reining, en Barrel Racing, ou dans les épreuves de Hunter.  Plus généralement, son tempérament froid et sa rusticité en font un cheval idéal pour l’équitation d’extérieur aussi bien en loisir qu’en compétition de TREC ou d’Endurance (notamment avec des Appaloosa issus de croisement avec le Pur Sang Arabe). Il convient aussi pour le travail du bétail.  Aux USA, certaines lignées fortement imprégnées de sang Pur Sang Anglais sont utilisées en course de vitesse.",en,"Comme toutes les races américaines, les ancêtres des chevaux Appaloosa sont issus des chevaux introduits sur le continent américain par les conquistadors. Parmi ces derniers, on trouvait des chevaux tachetés. A partir de 1700, les chevaux arrivèrent dans le nord, aux confins de l’Oregon, de l’Idaho et de Washington, territoire des indiens nez percés. Cette tribu prit possession de chevaux qu’elle capturait ou achetait. Le nom d’appaloosa fit son apparition à la fin du XIXème. Il est lié à la «palouse River» qui se situe au nord ouest de l’Idaho et était alors peuplé de nez percés et de leurs troupeaux de chevaux parfois colorés.",Appaloosa,,"Herding, RidingSport, RidingWork",,,,,,,, ,,," Depuis 2003, le gène responsable des robes tachetées (léopard -Lp) a été identifié ce qui permet d’orienter les éleveurs dans le choix de leurs reproducteurs. L'expression de l'allèle Lp est modulée par le groupe de gènes PATN. voir : https://www.appaloosaproject.co/",,,,,,,,,,,,"La peau marbrée autour de la bouche, des naseaux, et des parties génitales également marbrés Le blanc de l'œil (sclérotique) bien visible Les sabots striés La robe colorée avec un grande variété de couleurs et surtout de taches qui font la singularité de la race. Cependant, cette caractéristique n’est pas obligatoire. Un quart des poulains naissent « solid » (unis) Depuis 2003, le gène responsable des robes tachetées (léopard -Lp) a été identifié ce qui permet d’orienter les éleveurs dans le choix de leurs reproducteurs. L'expression de l'allèle Lp est modulée par le groupe de gènes PATN. voir : https://www.appaloosaproject.co/",,,,,,155,155,575,575,,Exotic,y,1998,Domestic,Breed,"Le nom d’appaloosa fit son apparition à la fin du XIXème. Il est lié à la «palouse River» qui se situe au nord ouest de l’Idaho et était alors peuplé de nez percés et de leurs troupeaux de chevaux parfois colorés.  L’histoire des chevaux des nez percés est mouvementée car intimement liée aux guerres que dut affronter cette tribu. En 1877, la défaite du chef indien Chief Joseph et de son peuple nez percé entraîna la capture et l’éclatement du cheptel qui fut vendu ou laissé à l’état sauvage.  Le renouveau de la race fut assuré au début du XXème siècle par quelques passionnés qui se mirent en recherche des descendants des chevaux nez percés possédant un nombre suffisant de caractéristiques, en particulier rusticité, forte ossature, peu de crins et une robe colorée. Le stud book ou livre des origines et l’Appaloosa Horse Club (ApHC) dont le siège est à Moscow dans l’IDAHO sont fondés en 1938. ",1700,"Quarter-Horse inscrit à l’AQHA, PSAr inscrit à un registre reconnu par la WHAO, Pur-sang inscrit au Jockey Club",réparti sur le territoire francais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,endangeredMaintained,,notAtRisk
France,Horse,Arabe,"L’Arabe joue un rôle primordial dans l’amélioration de nos races de chevaux, aussi bien lourds dans le passé, que de sang encore aujourd’hui. Son domaine de prédilection est la course d'endurance. La France est devenue un des principaux pays d'élevage et de valorisation de chevaux d'endurance, pur-sang ou demi-sang arabe. Il dispose également, dans le sud-ouest, d’un programme de courses de 3 et 4 ans, très développé dans notre pays (environ 45 courses).",fr.,,Arab,Arab,"Fancy, Racing, RidingSport, Sport",Les étalons Arabes sont utilisés en croisement dans toutes les zones productrices d'Anglo-Arabe ainsi que pour la production de chevaux de loisir et de poneys.,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: grey, chestnut, bay",,,,,,154,152,450,450,"long fine mane and tail C'est un cheval à la poitrine large, au rein court, à la croupe harmonieuse, à la queue courte et attachée haut, aux membres très secs. Il porte à la tête les signes qui confirment la noblesse de sa race : front large, profil rectiligne ou concave, oreilles courtes, bien dessinées et mobiles, yeux grands, expressifs et doux, naseaux très ouverts et finement dessinés, ganaches écartées, la lèvre inférieure courte et petite. La tête, très distinguée, est portée par une encolure longue et peu épaisse, aux crins très soyeux.",Exotic,y,1833,Domestic,Breed,imported from the Middle-East,,"since 1950 from Arab (Marocco, Spain, Former USSR)",L’élevage de l’Arabe en race pure est principalement implanté dans la moitié sud et l'ouest de la France. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,Not Sufficient,notAtRisk,notAtRisk,,notAtRisk
France,Horse,Ardennais,"De l’époque romaine à la première moitié du XXè siècle, cette population a répondu aux besoins de la guerre ou de l’agriculture.",fr.,provient de la région des Ardennes,Ardennes,Ardennes,"DraughtPower, Meat"," les étalons ardennais ont été très prisés comme un améliorateur de races, aussi bien à l’étranger qu’en France , grâce à lui ont été formées les races Trait Comtois, Trait Auxois et Trait du Nord. ","Il est aujourd’hui adapté à une large gamme d’utilisations :  Dans la ville : calèche, entretien Dans un centre équestre : initiation à l’attelage, travaux d’écurie En forêt : débardage Il peut aussi devenir votre compagnon de loisirs attelé ou monté. Une grande douceur et docilité, il demeure un cheval de trait utilisé pour certains travaux (fenaison, vigne, travaux superficiels, débardage).",,,,,, ,,,,,"consom./refus bovin;hiver,nettoy.patures",,,,,,,,,,"uni coloured: usually bay or roan, sometimes grey, chestnut, dun or isabelle",,,,,,162,160,850,850,"cheval de type bréviligne. La tête est expressive avec le profil camus ou rectiligne. Les orbites sont saillantes. Les oreilles petites et pointées en avant. L'encolure est bien greffée et souvent rouée chez le mâle. Le corps exprime la masse, la densité et la puissance. La poitrine est ample et profonde. Le dos et le rein sont puissants et bien soutenus. Les hanches sont larges avec l’arrière-main longue et très musclée. L’épaule est inclinée. Bras, avant-bras et jambes sont très musclés. Les articulations sont basses, larges et bien affirmées. Les pieds sont larges à corne saine.",Native,y,1923,Domestic,Breed,"Présent et cité dans la région des Ardennes depuis l'antiquité. C’est vers 1850 que les Ardennais Français et Belges sont croisé avec des étalons Flamants et Percherons pour obtenir l’Ardennais actuel avec une augmentation du gabarit, du poids, de la puissance mais aussi de la souplesse et l'énergie.",,,"Lorraine, Alsace, northern Picardie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,Not Sufficient,notAtRisk,notAtRisk,endangered,
France,Horse,Augeron,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,domestic,variety,origin with Norman blood,,,"Auge, Normandie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,extinct,extinct,,
France,Horse,Auxois,"Cheval à l'origine exclusivement agricole, le trait auxois retrouve son utilité en agriculture spécialisée : la vigne, le débardage, l’agriculture bio, le maraîchage… et développe de nouvelles pratiques de l’attelage adaptées au monde contemporain et à la société de loisirs.  Réputé pour sa rusticité et son caractère facile, alliant force et souplesse, c’est le compagnon idéal du retour à la vie rurale d’urbains las de la civilisation urbaine et adeptes du tourisme attelé.  ",fr.,"De la région Auxois, en Bourgogne",Auxois,Auxois,"DraughtPower, Meat",,,"Comme la plupart des chevaux de trait, le Trait Auxois peut être utilisé dans diverses tâches. Anciennes et remises au goût du jour : labour des vignobles, labour des champs (une finale nationale rassemble Tous les terroirs de France chaque année en septembre) , débardage, traction de matériels anciens sur les fêtes de terroir. Compétitions: maniabilité, marathon, monte (courses à la Fête de la Bague de Semur en Auxois le dernier jour de mai). Ramassage des ordures ménagères dans les communes. Et puis, les promenades en roulotte pour les vacances familiales",,,,, ,,,,,,,,,,,,,,,"uni coloured: usually bay or roan, sometimes dun or chestnut",,,,,,168,167,900,900,"La tête est courte, le front large, les oreilles petites et mobiles. L’encolure est brève, musclée, bien greffée. Le corps est massif, avec un garrot sorti et un poitrail large. Le dos et des reins sont larges et courts, avec une arrière main longue, à la croupe fortement musclée. La queue est portée bas. L’épaule est inclinée, bras et avant-bras sont bien musclés. Les genoux sont larges et des jarrets puissants sur des canons courts et nets. Les membres sont robustes, aux poils peu fournis. Les allures sont amples et souples malgré la masse",Native,y,1913,Domestic,Breed,"Durant les années 1840, des chevaux percherons sont introduits, suivis de boulonnais vers 1860, et d'ardennais (ou de nivernais). La race du trait Auxois naît donc du croisement entre la jumenterie locale de chevaux bourguignons et les étalons Ardennais et Trait du Nord, recherchés pour leur puissance et leur grande taille qui en font de précieux auxiliaires agricoles.",1912,,Bourgogne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,Not Sufficient,atRisk,endangeredMaintained,,
France,Horse,Barbe,,fr.,,Barb,Barb,RidingSport,"Déjà appelé cheval de Barbarie par les auteurs romains il y a plus de 2000 ans, le Barbe a toujours été élevé par les populations nomades (de la Lybie au Maroc en passant par la Tunisie et l‘Algérie) et depuis longtemps en France. Physiquement très endurant et supportant sans peine toutes les privations, il quitta très tôt les pays du berceau de race pour rayonner en Italie, Espagne et France sous la selle de guerriers mal connus donc désignés sous le nom de barbares qui fut aussi attribué aux chevaux barbes.","A l’origine, il était utilisé comme cheval de guerre par les numides, par Jules César pour la guerre des Gaules, par les Arabes pour envahir l’Espagne et plus récemment par l’armée allemande pour gagner Moscou avec des Barbes réquisitionnés en Tunisie par Rommel. Endurant, sobre, frugal, résistant à toutes les variations climatiques, c’est un cheval d’extérieur et de loisir par excellence. Une monture rêvée pour le tourisme équestre et l’endurance, qui sont héritiers des longues campagnes et des raids militaires. Ce fut le cheval de dressage favori des rois de France. Il était utilisé par Louis XIII entre autres, recommandé par A. de Pluvinel et La Guérinière. Les aptitudes de nombreux barbes au dressage sont indéniables aujourd’hui. Ce fut la monture des Spahis dans un passé récent. Ce corps d’élite doit une grande partie de sa réputation à la qualité de ces chevaux. Aujourd’hui, il est encore utilisé à l‘obstacle par les adultes et les enfants de toute l’Afrique du Nord. Il excelle à l’attelage dans toutes les villes et campagnes du Mahgreb. Cette utilisation doit se développer en France. Il présente d’extraordinaires facultés d‘assimilation de ce que l’on veut lui enseigner et il est vraiment dans son élément comme cheval de spectacle. C‘est un sportif polyvalent, plus qu’un décathlonien, dépassant systématiquement et largement la moyenne dans toutes les disciplines. Le large éventail de ses possibilités n’est pas encore totalement exploité.",,,,,, ,,,,,,,,,,,,,,,"uni coloured: grey, chestnut or bay",,,,,,155,,,,profuse mane and flowing low-set tail,Exotic,y,1988,Domestic,Breed,"imported from Algeria, Tunisia and Morocco",,"since 1950 from Barbe (Algeria, Tunisia, Morocco)",country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,endangeredMaintained,,notAtRisk
France,Horse,Berrichon,,fr.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,domestic,variety,,,,"Berry, central France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,extinct,extinct,,
France,Horse,Boulonnais,"On distinguait 2 types de Boulonnais : Tout d’abord le modèle des « mareyeuses », léger endurant, très apprécié au XVIIè et XVIIIè siècles pour le transport rapide du poisson, la « marée », de Boulogne-sur-Mer à Paris. Ensuite, celui d’un cheval grand et puissant, façonné au XIXè siècle pour le travail des terres à betteraves et leur charroi",fr,"De Boulogne sur Mer, Pas de Calais",Boulonnais,,"DraughtPower, Meat, ProductionOfOffspring",,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: usually light dapple-grey, sometimes chestnut",,,,,,163,163,800,800,"small Arabic-type head Une tête élégante, courte avec un front large et plat. L’oeil est très vif et d’une grande fierté. Les naseaux sont bien ouverts. Les oreilles petites et mobiles. L’encolure est souvent rouée, épaisse et musclée. La crinière est double, touffue et pas très longue. Le poitrail est large, les côtes bien arrondies avec les épaules parfaitement sorties. Le garrot est bien placé, mais souvent noyé dans la musculature. Le dos est droit, les membres forts et musclés. Les articulations sont nettes et solides avec les jarrets ouverts et les canons courts. Les extrémités sont peu fournies en crins. Le standard d’aujourd’hui est d’une taille de 1,50 m à plus de 1,70 m. Les poids varient de 600kg à 900kg",Native,y,1886,Domestic,Breed,"Autrefois, le cœur de l’élevage se situait dans le bas Boulonnais, berceau de la race (en particulier Marquise), dont le sous sol argileux riche en phosphates a permis le développement de forts squelettes d’animaux de grande taille. Il est aussi origine du haut Boulonnais, berceau des mareyeuses aux plateaux crayeux perméables et aux hivers rudes. De là-bas sont issus des modèles plus légers, du Calaisis, produisant des chevaux d’une plus grande ampleur et de la région de Rue, au sud du Boulonnais, donnant des chevaux forts. ",,,"Des reproducteurs boulonnais sont recensés dans plusieurs départements du nord-ouest, principalement Pas-de-Calais, Nord, Somme, Seine-Maritime et Oise. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,Not Sufficient,atRisk,vulnerable,vulnerable,
France,Horse,Bourbonnais,,fr.,,Boulonnais,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,domestic,variety,,,,"Allier, central France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Information,extinct,extinct,vulnerable,
France,Horse,Breton,,fr,Référence à la région de développement de la race : Bretagne,Breton,"Postier, Trait Breton","DraughtPower, Meat, TouristAttraction, Transport",Il existe deux types morphologiques : le trait de formule compacte et le postier plus léger et plus étendu dans ses rayons et ses allures.,"Doté d'allures énergiques et d'une remarquable docilité, le Breton, en particulier la variété « postière », est le cheval d'attelage de loisir idéal utilisé par des professionnels avertis comme par des amateurs pour la compétition et le tourisme attelé. A la différence d'autres races de trait, le Breton n'a jamais cessé d'être attelé. Il est encore employé en agriculture pour des travaux de précision en culture légumière. ",,,,,, ,This breed is known for stability.,,,,"valorisat.am,l.pat.prod.zones d'altitude",,,,,,,,,,"La robe est alezane, aubère, rarement baie ou rouanne. Les robes noire, noire pangarée ou chocolat sont aussi autorisées.",,,,,,158,158,800,800,"La tête est carrée, de volume moyen, avec le front large et le chanfrein droit, parfois camus. Les naseaux sont ouverts et l'oeil vif L'encolure est longue, forte mais bien greffée et légèrement rouée Le dos est tendu, large et musclé. La croupe est large et double, la côte ronde L'épaule est longue et oblique, la poitrine profonde Les cuisses et les avant-bras sont très musculeux et les canons courts et secs",Native,y,1909,Domestic,Breed,"Le cheval Breton actuel est le résultat d'une longue évolution et d'un long travail de sélection entrepris par les éleveurs à partir des variétés anciennes de chevaux indigènes. De nombreux croisements furent réalisés aux XVIIIè et XIXè siècles en vue d'améliorer ces variétés, le plus célèbre et le plus réussi résultant de l'accouplement d'étalons « Norfolk » importés de Grande-Bretagne et de juments du Léon. De ce croisement naquit le « postier breton » dont la réputation s'étendit dans le monde entier.",,"Trotteurs du Norfolk, des Percherons et des Normands notamment.","Le berceau de race s'étend traditionnellement sur les quatre départements bretons (Finistère, Côtes d'Armor, Ille-et-Vilaine et Morbihan), mais aussi au nord de la Loire-Atlantique, à l'ouest du Maine-et-Loire et dans les zones de moyenne montagne du Massif Central et dans les Pyrénées.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,Not Sufficient,notAtRisk,notAtRisk,,notAtRisk
France,Horse,Camargue,"S’il demeure le vecteur emblématique des fêtes traditionnelles de sa terre éponyme, le cheval Camargue s’affirme avant tout comme le précieux partenaire des gardians pour la conduite et la maîtrise des troupeaux de taureaux sur les vastes espaces d’une terre qui demeure par essence celle du rêve de liberté.",fr.,,Camargue,,"Herding, RidingByChildren, RidingWork, ToHandleFightingBulls, TouristAttraction","Depuis 2003, trois appellations existent “Camargue” : pour les animaux inscrits au Stud-Book du cheval Camargue, nés et identifiés dans le berceau de race, appartenant à une manade et ayant reçu la marque à feu avant le sevrage “Camargue hors manade” : pour les animaux inscrits au Stud-Book du cheval Camargue, nés et identifiés dans le berceau de race mais n’appartenant pas à une manade “Camargue hors berceau” : pour les animaux inscrits au stud-book du cheval Camargue nés hors du berceau de race","Les chevaux sont élevés en «manades», en totale liberté et en plein air intégral. C'est un élevage extensif, avec la végétation pauvre des marais qui ne permet pas un gros effectif à l'hectare.","Doué d'un instinct infaillible et le pied large et sûr, il est parfaitement adapté à son milieu subaquatique. Il est d'abord l'instrument indispensable du «gardian» pour la surveillance et le tri des troupeaux de taureaux. Très maniable, il témoigne dans ce travail d'une incroyable vivacité et d'une grande agilité dans le tri des animaux destinés à la course camarguaise.",,"  Zone humide Elevé en semi-liberté  La permanence des conditions de vie d’élevage extensif en semi liberté s’affirme comme le garant essentiel de la pérennité de la race. Les chevaux s’y trouvent confrontés aux excès d’un climat, certes privilégié par son ensoleillement, mais souvent sévère : vents violents, humidité fréquente, froid mordant, touffeurs de l’été aggravées par le harcèlement de myriades d’insectes voraces…  Ces conditions ont façonné une race d’une exceptionnelle rusticité, capable de s’y multiplier et de triompher des intempéries ; une race remarquablement endurante à l’effort, d’une singulière frugalité.",,, ,This breed is known for stability.,,,,,,,,,,,,,,"La robe est toujours grise, bai ou rouan à la naissance. Elle s‘éclaircit avec l‘âge et peut devenir truitée ou mouchetée.",,,,,,140,140,425,425,"La tête est bien attachée, généralement carrée. Les ganaches sont bien marquées. Le front est plat. Le chanfrein est rectiligne, la partie nasale souvent effacée. Les oreilles sont courtes, écartées, à base large. L‘oeil est à fleur de tête, du fait de l‘arcade sourcilière peu saillante. La crinière est abondante, parfois double.  La poitrine est profonde. L‘épaule est puissante et musclée, bien orientée. L‘encolure, de longueur moyenne, est harmonieuse et bien sortie. Elle est bien dirigée dès sa base, bien attachée. Le garrot doit être marqué, sans exagération.  Les membres sont bien proportionnés, forts et de bonne nature. Le genou et le jarret sont larges, les articulations fortes, le cheval est bien jointé. Le pied est très sûr et solide, sa surface portante développée.  Le dos, de longueur moyenne, est toujours soutenu. Le rein est plutôt court, rectiligne et large. La croupe est remplie, légèrement inclinée. La cuisse est musclée et bien descendue. La queue est basse, les crins sont fournis.",Native,y,1978,Domestic,Breed,local breed,,,Camargue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Information,notAtRisk,notAtRisk,notAtRisk,
France,Horse,Castillonnais,,fr,,,"Cheval du Biros, Saint Gironnais","DraughtPower, PackBaggage, RidingByChildren, RidingWork, Transport",Zone de montagne Le cheval Castillonnais est surtout élevé en montagne en Ariège et en région Midi-Pyrénées,,,,"En été, les chevaux Castillonnais élevés dans le berceau de la race sont stationnés sur les estives d'altitude qui lui confèrent sa rusticité.",,, ,,,,,,,,,,,,,,,"noir pangaré, ou bai foncé, avec comme particularités, des marques de feu aux flancs et un nez de renard.",,,,,,140,140,,,"Son encolure est moyenne et bien orientée, l’attache de tête légère et le poitrail bien ouvert et profond. Le dos est large et bien soutenu, les membres sont bien trempés et musclés.  Ses allures sont étendues avec un fort engagement des postérieurs.",Native,y,1996,Domestic,Breed,Issu de croisement entre les animaux de populations locales et des animaux d'origine ibérique ou arabe,,,Le cheval Castillonnais est surtout élevé en montagne en Ariège et en région Midi-Pyrénées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,criticalMaintained,,
France,Horse,Cheval Corse,,fr.,,,"Cavallu Corsu, Paganacciu","Carting, DraughtPower, PackBaggage, RidingByChildren, RidingWork, Transport","Utilisé en centre équestre, le Cheval Corse permet d'avoir une cavalerie de remonte, très polyvalente, rustique et frugale. Sa vitesse, sa résistance et son caractère lui permettent d'être très performant en sport pour les courses d'endurance.  Compact, très maniable, alliant vivacité et froideur, le Cheval Corse est adapté au tri de bétail et à la Monte Western. Adapté à son territoire, le Cheval Corse au pied sûr et agile excelle dans la pratique de la randonnée.  Le Cheval Corse constitue un cheval de selle très adapté pour parcourir les sentiers corses les plus périlleux. Il fut aussi un excellent et réputé cheval d'attelage",,,,Zone de montagne,,, ,,,,,,,,,,,,,,,"Noir, noir pangaré, bai, peut avoir une raie de mulet, peu de marques blanches",,,,,,140,140,350,350,"Le Cheval Corse est un cheval de petite taille, comprise entre 1,30 m et 1,53 m.  Sa robe est noire pangarée ou baie dans toutes ses nuances. Sa crinière est fournie et sa tête est expressive et courte. Son corps, qui s’inscrit dans un carré, est bien proportionné avec une encolure courte et large sans être trapue, bien orientée. Son garrot est marqué mais non saillant. Son dos est court et bien soutenu. Sa poitrine est ouverte et ogivale avec des hanches courtes et obliques. Il a des membres fins, secs et forts avec des pieds petits et secs.",Native,y,2012,Domestic,Breed,,,,Corse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,criticalMaintained,,
France,Horse,Cheval Miniature Français,,fr,,Falabella Pony,,Hobby,"Le Cheval Miniature se présente comme la réduction la plus parfaite et la plus petite possible d’un cheval de grande taille de type léger, quel qu’en soit le type, pourvu qu’il soit d’une parfaite conformation",,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89,,,"Petit, sain et équilibré, il s’inscrit plus dans un carré que dans un rectangle. Le Cheval Miniature possède toutes les caractéristiques de bonne conformation requises dans les races de sport. Ce n’est ni un poney, ni un nain, mais un cheval de sport en réduction. Taille maximum : 89.5 cm après 5 ans",Exotic,y,2015,Domestic,Breed,"Les Chevaux Miniatures proviennent principalement des États-Unis, d'Argentine et de Grande-Bretagne.  Un certain nombre de chevaux andalous abandonnés par les Espagnols au XVIe siècle sur le continent sud-américain sont retournés à l'état sauvage pendant quatre siècles en s’adaptant au climat rude. Les chevaux se sont reproduits sur de grands espaces dans les pampas en réduisant leur taille, tout comme l'ont fait leurs cousins Shetland sur leurs îles. La famille Falabella, après avoir sélectionné et acquis de très petits chevaux indiens proportionnés, les Criollos, les a croisés avec de petits pur-sang et autres poneys européens pour fixer la race définitive.  L’Anglais et l'Américain ont les mêmes sources historiques : c'est un mélange, plusieurs générations du sang anglais des Shetlands avec le sang des chevaux de mine hollandais : les Pit Ponies.",,,réparti sur le territoire français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,criticalMaintained,,vulnerable
