Country,Species,Most common name,Description Of Specific Uses,Lang,Description,Transboundary name,Other name,Uses,Additional information,Additional information comments,Efabis cultural role comment,Efabis cultural value,Adaptability to specific environment,Specific resistance or tolerance,Specific reproductive characteristic,Special characteristic of product,Other special qualities,Reference for special qualities,Efabis genetic features,Efabis environmental role,Efabis adaptability to marginal land,Body conformation,Coat description,Coat quality,Comb type,Skin colour,Shank and foot colour,Plumage colour,Pattern within feather,Avian classification,Color comments,Efabis main colour,Efabis skin colour,Number of horns males,Number of horns females,Horn shape size and comments,Wither height males,Wither height females,Weight males,Weight females,Other specific visible traits,Breed classification,Herdbook,Herdbook established,Domestication status,Taxonomic classification,Description of origin,Year of origin,Import,Location within country,Egs per year AVG,Eggs per year MIN,Eggs per year MAX,Egg weight,Wool or hair,Wool type,Fleece weight AVG,Fleece weight MIN,Fleece weight MAX,Fibre diam,Management system,Feeding of adults,Mobility,Milk per year AVG,Milk per year MIN,Milk per year MAX,Lactation length AVG,Lactation length MIN,Lactation length MAX,Milk yield per lactation (kg) AVG,Milk yield per lactation (kg) MIN,Milk yield per lactation (kg) MAX,Milk fat AVG,Milk fat MIN,Milk fat MAX,Milk per day,Number of lactations,Efabis milk protein AVG,Efabis milk protein MIN,Efabis milk protein MAX,Birth weight males,Birth weight females,Age maturity males,Age maturity females,Age breeding males,Age breeding females,Age first parturition AVG,Age first parturition MIN,Age first parturition MAX,Parturition interval AVG,Parturition interval MIN,Parturition interval MAX,Length productive life,Daily gain,Carcass weight,Dressing percentage,Performance data reference,Managment conditions performance measured,Comments managment conditions,Additional performance parameters,Litter size AVG,Litter size MIN,Litter size MAX,Geographical classification,Local cryo conservation status,Local Risk,Local Detailed Risk,Regional Transboundary Risk (detailed),International Transboundary Risk (detailed)
Sweden,Horse,Svensk ridponny,,swed.,,Swedish Riding Pony,Swedish Riding Pony,Riding (sports),,,,,,,,Animals of this breed are good jumping and dressage pony. ,,,,,,,,,,,,,,,uni coloured: all colours,,,,,,,,,,,Native,y,1994,domestic,breed,,1990,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,50,50,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Sweden,Horse,Svensk varmblodig travare,,swed.,,,Swedish Warmblooded Trotters,Sport,1999: Data based on registered horses.,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,y,1950,domestic,breed,local breed influenced by American and French breeds,1940,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Sweden,Horse,Svenskt fullblod,,swed.,,Thoroughbred,Thoroughbred,Racing,1999: Data based on registered horses.,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,domestic,breed,,,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Sweden,Horse,Svenskt halvblod,,swed.,,Swedish Warmblood,"Swedish half-blood horse, Swedish Warmblood breeds",Riding (sports),1999: Data based on registered horses.,,,,,,, ,,,,,,,,,,,,,,,uni coloured: all colours acceptable for the herd-book,,,,,,170,165,650,600,,,y,,domestic,breed,continually imported; This breed descends from many different breeds of Swedish and other European sport horses.,1930,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,unknown
Sweden,Horse,Welsh ponny,,swed.,,Welsh Pony,Welsh Pony & Cob,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,domestic,breed,,1920,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Switzerland,Horse,Burgdorfer,,ger.,,,,DraughtPower,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,heavy,,,,domestic,variety,origin from Ardennes x Jura; regional variety and heavier strain of the original Freiberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Switzerland,Horse,CH-Warmblut,,ger.,,,"Swiss Warmblood, Demi-Sang CH",Sport,,,,,,,, ,,,,,,,,,,,,,,,uni coloured: various colours,,,,,,168,162,600,500,,Locally adapted,y,1950,domestic,breed,Swiss Landrace mares were improved with warmblood and thorough bred stallions from surrounding countries and this became the Swiss Warmblood breed. since 1900 there are no more Erlenbach horses.,,"since 1950 from Halfbred (France, Germany, Ireland, Sweden)",country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,endangered,,
Switzerland,Horse,Einsiedler,,ger.,,,,Riding (work),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light,Native,,,domestic,variety,composite of Holstein and Anglo-Norman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Switzerland,Horse,Franches-Montagnes,This breed is used in the Swiss Army.,fr.,,Freiberger,Freiberger,Fancy,,semen and DNA-material is stored in the National gene pool in Avenches,Switzerland keeps the stud-book of origin for the breed,,This breed is modest and also well adapted to mountainous regions.,,, ,The animals are known for their very good and quiet character. It is a good leisure horse,,,,mountains,,,,,,,,,,"uni coloured: bay, chestnut, black, white <br>multi coloured: white intermixed with black or bay",,,,,,155,147,650,550,,Native,y,1890,domestic,breed,composite of indigenous breed Franches Montagnes and other imported breeds until approx. 1990,,"1890-1920 from Breton and Ardennes (France), Hackney (United Kingdom): 1950-1965 from Anglo-Norman (France), Trakehner (Sweden), Arab (Poland), Shagya Arab (Hungary): 1985-1990, <5% from Halfbred (Switzerland)",concentration in the North-western Switzerland; but also elsewhere in the country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,Sufficient,atRisk,endangeredMaintained,,
Switzerland,Horse,Haflinger,This breed is used in the swiss army.,,,Haflinger,,Hobby,,DNA-material is stored,,,,,,This breed is well adapted to mountainous regions. ,,,,,,,,,,,,,,,uni coloured: light to dark chestnut,,,,,,148,145,400,350,full flaxen mane and tail,Locally adapted,y,1952,domestic,breed,imported from Austria and Germany in 1952,,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,notAtRisk
Syrian Arab Republic,Horse,Arab,,eng.,,Arab,"Saglawi, Keheilan",Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,155,152,325,275,light animals,,y,,domestic,breed,originated in the 4-8th century in hot arid steppes of the Arabian Peninsula,4th-8th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Syrian Arab Republic,Horse,Syrian,,eng.,,,"Arabian, Arab",,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,155,152,325,275,"light animals, Arab type",,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,180,,,1250,,,1.6,,,,,,,,32.5,32.5,,,,,,,,,,,,,,,FAO Breed Survey,Performance was measured under transhumant conditions with 3-4 months housing per year and with grazing and fodder as feed.,,,,,,local,No Information,unknown,unknown,,
Tajikistan,Horse,Karabairskaya,Their milk is used for the preparation of the kumiss as medical.,ru.,,Karabair,"Karabairskiy, Karabair",Meat,,,,,,,,sufficiently high milk and meat productivity ,"The record over running on distance of 1000 meters is 1.22 minutes, on 700 meters - 9.11 minutes and so on.",,,,,,,,,,,,,,"uni coloured: black, grey, brown",,,,,,154,149,,,,,,,domestic,breed,,,,northern Tajikistan (Sugd region) and the whole Fergana valley,,,,,,,,,,,,,,,,,,,,,1200,1500,,,,,,,,,,,,,,,,,,,,,,,,,F65-271,,,,,,,regional,No Information,unknown,unknown,unknown,
Tajikistan,Horse,Lokaiskaya,,ru.,,,"Lakayskiy, Lokai",Meat,,,,,adjusted to mountains and hot conditions,,,high milk and meat productivity ,,,,,,,,,,,,,,,"uni coloured: bay, grey, chestnut",,,,,,159,146,,,light animals,,,,domestic,breed,"composite of Iomud, Akhal-Teke, Karabair and Arab",,,southern region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F65-277,,,,,,,local,No Information,unknown,unknown,,
Tajikistan,Horse,Tadzhikskaya Verkhovaya,,ru.,,,Tajik Riding Horse,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light animals,,,,domestic,breed,"composite of Arab, Thoroughbred, Lokai and other breeds",1953-1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
"Tanzania, United Republic of",Horse,Horse,Horses are mostly used for recreation.,,,,,Hobby,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,species,recently introduced; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horses are kept by well-off families and institutions for recreational purposes.,,,,,local,No Material,notAtRisk,notAtRisk,,
Togo,Horse,Koto-Koli Pony,,,,Koto-Koli Pony,"Togo Pony, Cotocoli",,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,unknown,unknown,unknown,
Tonga,Horse,Local Horse,,eng.,,,,Meat,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,,indigenous breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Tunisia,Horse,Arabe,,,,Arab,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,Not Sufficient,atRisk,endangered,,notAtRisk
Tunisia,Horse,Arabe Barbe,,fr.,,West African Barb,"West African Barb, Arab-Barb",DraughtPower,,,,,,,, ,,,,,,,,,,,,,,,uni coloured: grey,,,,,,155,150,450,420,light animals,Native,y,,domestic,breed,descended from Barb,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,60,65,,,,,,,,,,,,,,,FAO Breed Survey,"Performance data were collected from horses kept under stationary conditions, fed on grazing, fodder and concentrates without housing.",,- fecundity rate is quite low 30-35%;<br>,,,,regional,No Material,unknown,unknown,unknown,
Tunisia,Horse,Barbe,,fr.,,Barb,Barb,,,,,,,,The fecundity rate of this breed is very low (about 35% (r))., ,This breed is a good saddle horse and a good jumper.,,,,,,,,,,,,,,uni coloured: grey or different shades of brown,,,,,,155,150,450,420,light animals,Native,y,1987,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAO Breed Survey,"Performance data were collected from animals kept under stationary conditions, fed on grazing and concentrates without any housing.",,,,,,international,No Material,unknown,unknown,,notAtRisk
Tunisia,Horse,Hamdani,,,,Arab,"Kuhailan, Saklawi, Arab",,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,150,148,420,400,,,,,domestic,breed,originated in the 4-8th century in hot arid steppes of the Arabian Peninsula,4th-8th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,50,,,,,,,,,,,,,,,FAO Breed Survey National Studbook,"Performance data were collected from stationary horses, housed all year around and fed on grazing, fodder and concentrates.",,- fecundity rate 70%;<br> - mortality rate (in the young) 10%;<br>,,,,international,No Material,unknown,unknown,,notAtRisk
Tunisia,Horse,Le poney des Mogods,,fr.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,indigenous breed,,,Mountains of North-western Tunisia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,endangered,,
Tunisia,Horse,Nefza Pony,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Tunisia,Horse,pur-sang anglais,,fr.,,Thoroughbred,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Turkey,Horse,Anatolian,,eng.,,,Anadoly Yerci,DraughtPower,"In 2003, this breed is at risk.",,,,,,, ,,,,,,,,,,,,,,,,,,,,,,135,,400,pony,,,,domestic,breed,indigenous breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Turkey,Horse,Arab,,eng.,,Arab,"Kuhailan, Saklawi, Hamdani",Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,160,158,325,250,light animals,,,,domestic,breed,originated in the 4-8th century in hot arid steppes of the Arabian Peninsula,4th-8th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Turkey,Horse,Ayvacik Pony,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,Not Sufficient,unknown,unknown,,
Turkey,Horse,Canik,,turk.,,,,,"2003, this breed is at risk.",,,,,,, ,This breed is known for its bad temper.,,,,,,,,,,,,,,,,,,,,,135,,,,,,,domestic,variety,local variety of Anatolian,,,"Samsun Province, North-eastern Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,Not Sufficient,unknown,unknown,,
Turkey,Horse,English,,eng.,,Thoroughbred,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,widely used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Turkey,Horse,Gemlik,,eng.,,,,,"In 2003, this breed is at risk.",,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,indigenous breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Turkey,Horse,Haflinger,,,,Haflinger,,,"In 2003, this breed is at risk.",,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Turkey,Horse,Hinis,,,,,Hinisin Kolu Kisasi,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,short forelegs,,,,domestic,variety,local variety of Anatolian Native,,,North-eastern Anatolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Turkey,Horse,Hinisin Kolu Kisasi,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,Not Sufficient,unknown,unknown,,
Turkey,Horse,Karacabey Halfbred Arab,,eng.,,,Karacabey Yarimkan Arap,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light animals,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Turkey,Horse,Karacabey-Nonius,,,,,,DraughtPower,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light,,,,domestic,variety,origin from Karacabey Halfbred Arab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Turkey,Horse,Kurdi,,turk.,,Kurdi,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light-pony,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,unknown
Turkey,Horse,Malakan,,turk.,,,,,"In 2003, this breed is at risk.",,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light-heavy animals,,,,domestic,breed,"composite of Native Russian, Orlov, Bityug and other breeds",,,North-eastern Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,Not Sufficient,unknown,unknown,,
Turkey,Horse,Mytilene Pony,,eng.,,,Midilli,DraughtPower,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,115,,,big head in proportion to the size of body and neck,,,,domestic,variety,local variety,,,North-western Anatolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Turkey,Horse,Rumelian Pony,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,pony,,,,domestic,variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Turkey,Horse,Turkish Arab,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light animals,,,,domestic,breed,composite of Arab and Anatolian Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Turkey,Horse,Uzunyayla,,,,,"Cerkes Atlar, Cerkez",,"In 2003, this breed is at risk.",,,,,,, ,,,,,,,,,,,,,,,,,,,,,,146,,,light animals,,,,domestic,breed,descended from Cerkez in Caucasia,,,"Sivas and Kaysiri Provinces, east central Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Turkey,Horse,Çukurova,,turk.,,,,DraughtPower,"2003, this breed is at risk.",,,,,,, ,,,,,,,,,,,,,,,,,,,,,,137,,400,light animals,,,,domestic,variety,"indigenous breed of Anatolia, composite of Arab and 'Circassian' variety of Arab",,,"Çukurova Province, southern Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,Not Sufficient,unknown,unknown,,
Turkmenistan,Horse,Adaevskaya,,ru.,,Adaev,Adaev,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light animals,,,,domestic,variety,"variety of Kazakh, may have some Turkmen blood",,,between Caspian and Aral seas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Information,unknown,unknown,unknown,
Turkmenistan,Horse,Akhal-Tekinskaya,,ru.,,Akhal-Teke,"Turki, Turkmen, Turkmenian, Turkoman, Akhal-Teke",,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,158,157,465,425,"light animals, similar to Iomud but larger in size",,,,domestic,breed,"originated as a desert horse, developed in Turkmenia around the turn of the 8th century",turn of the 8th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F65-257 FAO Breed Survey,"Performance data were collected from animals kept under stationary conditions, housed for 4 months per year and fed on grazing, fodder and concentrates.",,"The records for the breed are as follows:<br> 1000m in 1min 3.8 sec,<br> 1600m in 1min 44.8 sec,<br> 2700m in 2 min 45.3 sec.<br>",,,,international,No Information,unknown,unknown,,notAtRisk
Turkmenistan,Horse,yomood,,eng.,,,"Iomudskaya, Iomud",,,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: grey or chestnut, occasionally golden chestnut or black",,,,,,152,149,,,"light animals, similar to Akhal-Teke but smaller in size",,,,domestic,breed,"descended from ancient Turkmenian horses crossed with Arab, maybe with some influence of Steppe",,,Dashoguz velayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F65-267 FAO Breed Survey,"Performance data were collected from animals kept under stationary conditions, housed for 4 months per year and fed on grazing, fodder and concentrates.",This breed is kept in herds in the desert and semi-desert.,,,,,local,No Information,unknown,unknown,,
Uganda,Horse,Horse,,,,,,Hobby,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Ukraine,Horse,American Standardbred Trotter,,eng.,,American Trotter,"American Standardbred, Amerykanska rysysta, Amerykanska standartbredna","Hobby, Prestige, Racing, Research, Riding (sports), Sport",There two types in the breed - amblers and trotters.,Breed is the most early-matured one among other light-harnessed horses' breeds. All absolute records are set at the 3-4 years' age.,,,,,, ,"Horses of this breed keep fatness rather well, are characterized with good health and longevity.",,,,,,,,,,,,,,"Colour is mostly dark bay and bay, chestnut, seldom - red and gray.",Bay,,,,,157,,,,"Large animals with good exterior, strong constitution, well developed muscles, tendons and ligaments. Amblers differ from trotters with a bit shortened body with broad chest and shortened croup, in some cases sloped. The horses of this breed seem to be strong and fast. Representatives of this breed are mostly not big, musculous, with short fore limbs and longer rear ones, good formed hoofs, simple, with long ears head. Back is short and straight, metacarpus is short. Limbs can be out-kneed. Might is the most important feature for this breed, so standardbreds have wide chest, good expressed wither and good developed rear part of body.",,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Ukraine,Horse,Arabic,"Arabian horses are used to improve other horse breeds to make them drier and more elegant, strengthen tendons and ligaments, improve the quality of movements.",eng.,,Arab,Arabska,"GeneralCrossbreeding, Racing, Riding (sports), Sport","Horses of purebred Arabian horse breed that were bred in former USSR, including Ukraine, are divided into four interlinear types: koheylan, sihlavi and hadban and koheylan-sihlavi.",,,,They have good adaptation.,Grey Arabian horses are resistant to melanosarkoma.,Horses of this breed possess good fertility and resistance. This traits horses of the breed transmits to the offspring. Some dams born 18-20 foals., ,"Arabian horses are characterized with ability to fast restoring of vital energy, unpretentiousness, hardiness, and, at the same time, goodwill to man.",,,,,,,,,,,,,,"Black and dark bay are not characteristic for this breed, horses of this colour are met seldom.","Bay, grey, red",,,,,155,145,,,"Horses of Arabian breed have unique exterior, that is expressed in elegant points, dryness, typical for this breed departed tail. Head is dry, with a broad forehead and prominent lively eyes. Ears are long, well set, sharply outlined, with sharpened converging ends. Head has long neck, withers are of medium length. Back is short, croup is well muscled, chest broad and deep, ribs rounded, limbs long and dry.",,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Ukraine,Horse,Budyonnivska,Horses of this breed successfully used under saddle as well in harness.,,Breed is named after the name of war hero - Boodjonnij.,Budyonny,,"GeneralCrossbreeding, Racing, Riding (sports), Riding (work), Sport, Transport","Budyonny stallion Zanos passed under rider per day 309 km, for 69 hours 45 minutes - 611 km, in 15 days - 1800 km. In draft tests Budyonny horses showed maximum draft force 460 kg.",,,,They are hardy and undemanding.,,"Horses of the breed were always characterized with comparatively high reproductive ability. However, recently there has been some reduction in this trait. Analysis of reproductive ability of modern breeding mares shows that the level of mare pregnancy is 84%, foals output - 73-75%.", ,Vice is quite common trait of the animals of this breed.,,,,Hardy and undemanding.,,,,,,,,,,"Color of Budyonny horses is mainly red and golden-red of various shades, rarely can be met brown and even more rarely bay.",,,,,,166,163,550,500,"They are of average height, well-developed chest and strong compact limbs. They have a strong constitution, dry figure, well developed muscles. They differ from Don horses drier, medium-size head with straight profile. Jaws are widely placed. Neck is mostly long, muscular, often with a long neck, high posture and outlet; wither is high, long with long shoulder, obliquely set, back and waist are level, wide, well muscled; croup is long, wide, with normal slope, chest is broad, deep, long, limbs with well-defined joints, medium-sized hooves and well developed muscles. Disadvantages of exterior that often occur in the breed - soft back (saddle-backed ones), interception under wrist, hollowed wrist, very straight and soft ankles, winging-in and -out of fore limbs.",,,,domestic,breed,"Indigenous breed of the former USSR. It was created at Budyonnij and First Horse Army horse farms in the Rostov region in 1948 by crossbreeding of Don and Black Sea dams with Blood Saddle breed stallions. The breed was formed in the conditions of cultivated pasture keeping with regular training. At the same time crosses of the desired type that have useful traits of source breeds bred ""in itself""; crosses of lightweight structure and delicate constitution crossed back with stallions of massive Don breed; crosses with insufficiently expressed saddle qualities were re-crossed with Blood Saddle horse breed sires.",1921-1948.,,Lugansk and Mikolayiv (eastern part of Ukraine).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Information,unknown,unknown,notAtRisk,
Ukraine,Horse,French Trotter,,eng.,,,Frantsuzskyi rysak,"GeneralCrossbreeding, Sport",late-maturing on agility.,,,,,,, ,Horses are strong and endurant.,,,,,,,,,,,,,,,"bay, sometimes red.",,,,,165,,,,"Animals with strong bones, well developed wither and back. Head is a bit rough. Massive horses.",,,,domestic,breed,imported.,,,1 breeding farm in central part of Ukraine (Kiev region).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,critical,,
Ukraine,Horse,German Bessarabian,,eng.,,,German Colonist,,,,,,,,, ,,,,,,,,,,,,,,,uni coloured: black,,,,,,,,,,light,,,0,domestic,variety,mixed origin,,,"Bessarabia, south of Moldavian Republic, formerly Romania - now Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,extinct,extinct,,
